,Name,cfscore,last_name,first_name,first_last_name
20343,"SMITH, DAVID RANDALL II",1.35454683977,SMITH,DAVID RANDALL II,DAVID RANDALL II SMITH
20344,"PIERCE, WILLIAM GARDNER",1.33196785053,PIERCE,WILLIAM GARDNER,WILLIAM GARDNER PIERCE
20345,"HACKETT, PAUL III",-1.16912559127,HACKETT,PAUL III,PAUL III HACKETT
21317,"VOINOVICH, GEORGE",0.751706966363,VOINOVICH,GEORGE,GEORGE VOINOVICH
21355,"BROWN, SHERROD",-1.07872193777,BROWN,SHERROD,SHERROD BROWN
21420,"DEWINE, MIKE",0.795658201179,DEWINE,MIKE,MIKE DEWINE
