candname,cf_score,district_num,geoid,num_votes,party
"GONZALEZ, CHARLES A",-0.12537578,20,291039,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292075,53.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291011,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292011,168.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291083,467.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292083,224.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291103,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292116,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292074,115.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292106,78.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292100,267.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293147,,100
"GONZALEZ, CHARLES A",-0.12537578,20,293139,212.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294076,310.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291055,738.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292022,321.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294022,,100
"GONZALEZ, CHARLES A",-0.12537578,20,293170,141.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294170,,100
"GONZALEZ, CHARLES A",-0.12537578,20,293151,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291087,274.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292010,139.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291092,75.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292092,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291026,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292026,642.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292133,31.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292059,370.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291007,329.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292007,272.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294148,220.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292025,569.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294182,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292030,201.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292073,213.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292029,249.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291069,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292069,398.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292102,275.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294016,508.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291024,541.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292024,359.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292120,169.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294146,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294049,322.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294175,28.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292128,230.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291004,170.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292004,306.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292142,93.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292027,380.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291080,224.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292072,600.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294157,324.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292091,96.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291023,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292023,584.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293023,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294161,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291099,546.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293126,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291095,21.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294095,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292008,234.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293008,1.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291006,497.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292006,364.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292003,388.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291037,476.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292037,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294181,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292019,325.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294042,20.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292060,323.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292114,437.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294114,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291068,,100
"GONZALEZ, CHARLES A",-0.12537578,20,293160,380.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291109,4.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294145,62.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291002,109.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292002,248.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293002,176.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294150,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292041,581.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292126,240.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294158,39.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294099,217.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292112,340.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291085,344.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292085,292.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292021,514.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294021,37.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292090,155.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294090,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292093,121.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294110,293.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294005,201.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294040,285.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292036,503.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294018,407.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292144,466.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294015,456.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294039,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291100,396.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292097,393.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294004,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292123,,100
"GONZALEZ, CHARLES A",-0.12537578,20,292035,354.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293053,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291112,371.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292122,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291096,12.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292121,124.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294047,192.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292034,61.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291027,62.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291106,226.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294106,72.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292078,429.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292124,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294046,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294135,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294082,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294045,436.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294134,100.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294119,109.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294010,215.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294123,89.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294043,67.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291001,141.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294001,337.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293057,162.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292132,81.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292135,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294122,28.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292146,292.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293150,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291013,563.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291031,265.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294075,99.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294011,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294007,,100
"GONZALEZ, CHARLES A",-0.12537578,20,291030,8.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292038,242.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291029,294.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,293146,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294009,120.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291008,302.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294008,109.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294006,97.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292033,64.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294017,391.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292098,203.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291090,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292129,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292130,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292147,27.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294129,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294140,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294186,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294067,,100
"GONZALEZ, CHARLES A",-0.12537578,20,294178,0.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,294163,363.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,291082,357.0,100
"GONZALEZ, CHARLES A",-0.12537578,20,292110,203.0,100
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293098,,100
"BONILLA, HENRY",0.949550577,23,293098,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291051,,100
"BONILLA, HENRY",0.949550577,23,291051,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291018,,100
"BONILLA, HENRY",0.949550577,23,291018,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291041,,100
"BONILLA, HENRY",0.949550577,23,291041,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293016,,100
"BONILLA, HENRY",0.949550577,23,293016,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294072,,100
"BONILLA, HENRY",0.949550577,23,294072,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294020,,100
"BONILLA, HENRY",0.949550577,23,294020,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293129,,100
"BONILLA, HENRY",0.949550577,23,293129,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294124,,100
"BONILLA, HENRY",0.949550577,23,294124,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291054,,100
"BONILLA, HENRY",0.949550577,23,291054,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291034,,100
"BONILLA, HENRY",0.949550577,23,291034,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291060,,100
"BONILLA, HENRY",0.949550577,23,291060,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294019,,100
"BONILLA, HENRY",0.949550577,23,294019,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291022,,100
"BONILLA, HENRY",0.949550577,23,291022,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291053,,100
"BONILLA, HENRY",0.949550577,23,291053,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291040,,100
"BONILLA, HENRY",0.949550577,23,291040,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291107,,100
"BONILLA, HENRY",0.949550577,23,291107,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291052,,100
"BONILLA, HENRY",0.949550577,23,291052,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291102,,100
"BONILLA, HENRY",0.949550577,23,291102,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291047,,100
"BONILLA, HENRY",0.949550577,23,291047,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291021,,100
"BONILLA, HENRY",0.949550577,23,291021,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293051,,100
"BONILLA, HENRY",0.949550577,23,293051,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291065,,100
"BONILLA, HENRY",0.949550577,23,291065,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,292066,,100
"BONILLA, HENRY",0.949550577,23,292066,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293106,,100
"BONILLA, HENRY",0.949550577,23,293106,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291046,,100
"BONILLA, HENRY",0.949550577,23,291046,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293101,,100
"BONILLA, HENRY",0.949550577,23,293101,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293030,,100
"BONILLA, HENRY",0.949550577,23,293030,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293045,,100
"BONILLA, HENRY",0.949550577,23,293045,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291020,,100
"BONILLA, HENRY",0.949550577,23,291020,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291062,,100
"BONILLA, HENRY",0.949550577,23,291062,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294062,,100
"BONILLA, HENRY",0.949550577,23,294062,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291064,,100
"BONILLA, HENRY",0.949550577,23,291064,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291059,,100
"BONILLA, HENRY",0.949550577,23,291059,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291105,,100
"BONILLA, HENRY",0.949550577,23,291105,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291049,,100
"BONILLA, HENRY",0.949550577,23,291049,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291044,,100
"BONILLA, HENRY",0.949550577,23,291044,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294133,,100
"BONILLA, HENRY",0.949550577,23,294133,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291063,,100
"BONILLA, HENRY",0.949550577,23,291063,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,292063,,100
"BONILLA, HENRY",0.949550577,23,292063,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291081,,100
"BONILLA, HENRY",0.949550577,23,291081,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291048,,100
"BONILLA, HENRY",0.949550577,23,291048,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293043,,100
"BONILLA, HENRY",0.949550577,23,293043,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291045,,100
"BONILLA, HENRY",0.949550577,23,291045,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294032,,100
"BONILLA, HENRY",0.949550577,23,294032,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293134,,100
"BONILLA, HENRY",0.949550577,23,293134,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291050,,100
"BONILLA, HENRY",0.949550577,23,291050,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293076,,100
"BONILLA, HENRY",0.949550577,23,293076,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291058,,100
"BONILLA, HENRY",0.949550577,23,291058,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291042,,100
"BONILLA, HENRY",0.949550577,23,291042,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291016,,100
"BONILLA, HENRY",0.949550577,23,291016,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291057,,100
"BONILLA, HENRY",0.949550577,23,291057,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291061,,100
"BONILLA, HENRY",0.949550577,23,291061,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291089,,100
"BONILLA, HENRY",0.949550577,23,291089,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293074,,100
"BONILLA, HENRY",0.949550577,23,293074,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291056,,100
"BONILLA, HENRY",0.949550577,23,291056,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291075,,100
"BONILLA, HENRY",0.949550577,23,291075,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294121,,100
"BONILLA, HENRY",0.949550577,23,294121,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293149,,100
"BONILLA, HENRY",0.949550577,23,293149,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291066,,100
"BONILLA, HENRY",0.949550577,23,291066,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294074,,100
"BONILLA, HENRY",0.949550577,23,294074,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294026,,100
"BONILLA, HENRY",0.949550577,23,294026,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293058,,100
"BONILLA, HENRY",0.949550577,23,293058,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294025,,100
"BONILLA, HENRY",0.949550577,23,294025,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291025,,100
"BONILLA, HENRY",0.949550577,23,291025,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291074,,100
"BONILLA, HENRY",0.949550577,23,291074,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293073,,100
"BONILLA, HENRY",0.949550577,23,293073,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294024,,100
"BONILLA, HENRY",0.949550577,23,294024,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293174,,100
"BONILLA, HENRY",0.949550577,23,293174,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294177,,100
"BONILLA, HENRY",0.949550577,23,294177,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293142,,100
"BONILLA, HENRY",0.949550577,23,293142,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294086,,100
"BONILLA, HENRY",0.949550577,23,294086,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294028,,100
"BONILLA, HENRY",0.949550577,23,294028,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291091,,100
"BONILLA, HENRY",0.949550577,23,291091,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294023,,100
"BONILLA, HENRY",0.949550577,23,294023,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293099,,100
"BONILLA, HENRY",0.949550577,23,293099,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293095,,100
"BONILLA, HENRY",0.949550577,23,293095,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293037,,100
"BONILLA, HENRY",0.949550577,23,293037,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291019,,100
"BONILLA, HENRY",0.949550577,23,291019,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291073,,100
"BONILLA, HENRY",0.949550577,23,291073,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,294073,,100
"BONILLA, HENRY",0.949550577,23,294073,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,292099,,100
"BONILLA, HENRY",0.949550577,23,292099,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291101,,100
"BONILLA, HENRY",0.949550577,23,291101,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,292101,,100
"BONILLA, HENRY",0.949550577,23,292101,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293127,,100
"BONILLA, HENRY",0.949550577,23,293127,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,291094,,100
"BONILLA, HENRY",0.949550577,23,291094,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293094,,100
"BONILLA, HENRY",0.949550577,23,293094,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293163,,100
"BONILLA, HENRY",0.949550577,23,293163,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293017,,100
"BONILLA, HENRY",0.949550577,23,293017,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293096,,100
"BONILLA, HENRY",0.949550577,23,293096,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,293093,,100
"BONILLA, HENRY",0.949550577,23,293093,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130002,,100
"BONILLA, HENRY",0.949550577,23,130002,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130012,,100
"BONILLA, HENRY",0.949550577,23,130012,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130022,,100
"BONILLA, HENRY",0.949550577,23,130022,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130005,,100
"BONILLA, HENRY",0.949550577,23,130005,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130023,,100
"BONILLA, HENRY",0.949550577,23,130023,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130010,,100
"BONILLA, HENRY",0.949550577,23,130010,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130024,,100
"BONILLA, HENRY",0.949550577,23,130024,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,130007,,100
"BONILLA, HENRY",0.949550577,23,130007,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250011,,100
"BONILLA, HENRY",0.949550577,23,3250011,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250012,,100
"BONILLA, HENRY",0.949550577,23,3250012,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250004,,100
"BONILLA, HENRY",0.949550577,23,3250004,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250023,,100
"BONILLA, HENRY",0.949550577,23,3250023,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250010,,100
"BONILLA, HENRY",0.949550577,23,3250010,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,3250014,,100
"BONILLA, HENRY",0.949550577,23,3250014,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1090002,,100
"BONILLA, HENRY",0.949550577,23,1090002,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323002C,,100
"BONILLA, HENRY",0.949550577,23,323002C,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323003B,,100
"BONILLA, HENRY",0.949550577,23,323003B,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323002D,,100
"BONILLA, HENRY",0.949550577,23,323002D,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323004A,,100
"BONILLA, HENRY",0.949550577,23,323004A,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323003A,,100
"BONILLA, HENRY",0.949550577,23,323003A,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323001B,,100
"BONILLA, HENRY",0.949550577,23,323001B,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323004C,,100
"BONILLA, HENRY",0.949550577,23,323004C,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,323003C,,100
"BONILLA, HENRY",0.949550577,23,323003C,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,2430005,,100
"BONILLA, HENRY",0.949550577,23,2430005,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4930103,,100
"BONILLA, HENRY",0.949550577,23,4930103,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4650021,,100
"BONILLA, HENRY",0.949550577,23,4650021,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4650023,,100
"BONILLA, HENRY",0.949550577,23,4650023,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4650024,,100
"BONILLA, HENRY",0.949550577,23,4650024,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4650031,,100
"BONILLA, HENRY",0.949550577,23,4650031,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4650012,,100
"BONILLA, HENRY",0.949550577,23,4650012,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270001,,100
"BONILLA, HENRY",0.949550577,23,1270001,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270006,,100
"BONILLA, HENRY",0.949550577,23,1270006,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270003,,100
"BONILLA, HENRY",0.949550577,23,1270003,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270005,,100
"BONILLA, HENRY",0.949550577,23,1270005,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270002,,100
"BONILLA, HENRY",0.949550577,23,1270002,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270007,,100
"BONILLA, HENRY",0.949550577,23,1270007,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,1270004,,100
"BONILLA, HENRY",0.949550577,23,1270004,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430006,,100
"BONILLA, HENRY",0.949550577,23,430006,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430004,,100
"BONILLA, HENRY",0.949550577,23,430004,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430008,,100
"BONILLA, HENRY",0.949550577,23,430008,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430002,,100
"BONILLA, HENRY",0.949550577,23,430002,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430007,,100
"BONILLA, HENRY",0.949550577,23,430007,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430005,,100
"BONILLA, HENRY",0.949550577,23,430005,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430003,,100
"BONILLA, HENRY",0.949550577,23,430003,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,430001,,100
"BONILLA, HENRY",0.949550577,23,430001,,200
"RODRIGUEZ, CIRO D",-0.48557633299999997,23,4790457,,100
"BONILLA, HENRY",0.949550577,23,4790457,,200
