,geoid,congdist
1348,015-AEI,6
1349,015-AEJ,6
1350,015-AEK,6
1351,015-AEL,6
1352,015-AEM,6
1353,015-AEN,6
1354,015-AEO,6
1355,015-AEQ,6
1356,015-AER,6
1357,015-AET,6
1358,015-AEU,6
1359,015-AEV,6
1360,015-AEW,6
1361,015-AEY,6
1362,015-AEZ,6
1363,015-AFB,6
1364,015-AFC,6
1365,015-AFD,6
1366,015-AFE,6
1367,015-AFF,6
1368,015-AFH,6
1369,016-AAA,18
1370,016-AAB,18
1371,016-AAC,18
1372,016-AAD,18
1373,016-AAE,18
1374,016-AAF,18
1375,016-AAG,18
1376,016-AAH,18
1377,016-AAI,18
1378,016-AAJ,18
1379,016-AAK,18
1380,016-AAL,18
1381,016-AAM,18
1382,016-AAN,18
1383,016-AAO,18
1384,016-AAP,18
1385,016-AAQ,18
1386,016-AAR,18
1387,016-AAS,18
1388,016-AAT,18
1389,016-AAU,18
1390,016-AAV,18
1391,016-AAW,18
1392,016-AAX,18
1393,016-AAY,18
1394,016-AAZ,18
1395,016-ABA,18
1396,016-ABB,18
1397,016-ABC,18
1398,016-ABD,18
1399,016-ABE,18
1400,016-ABF,18
1401,016-ABG,18
1402,016-ABH,18
1403,016-ABI,18
1404,016-ABJ,18
1405,016-ABK,18
1406,016-ABL,18
1407,016-ABM,18
1408,016-ABN,18
1409,016-ABO,18
1410,016-ABP,18
1411,016-ABQ,18
1412,017-AAA,5
1413,017-AAB,5
1414,017-AAE,5
1415,017-AAF,5
1416,017-AAH,5
1417,017-AAJ,5
1418,017-AAK,5
1419,017-AAN,5
1420,017-AAP,5
1421,017-AAQ,5
1422,017-AAT,5
1423,017-AAV,5
1424,017-AAW,5
1425,017-AAY,5
1426,017-ABB,5
1427,017-ABC,5
1428,017-ABF,5
1429,017-ABG,5
1430,017-ABI,5
1431,017-ABK,5
1432,017-ABM,5
1433,017-ABO,5
1434,017-ABP,5
1435,017-ABR,5
1436,017-ABS,5
1437,017-ABT,5
1438,017-ABU,5
1439,017-ABX,5
1440,017-ABY,5
1441,017-ABZ,5
1442,017-ACA,5
1443,017-ACB,5
1444,017-ACC,5
1445,017-ACD,5
1446,017-ACE,5
1447,017-ACF,5
1448,017-ACG,5
1449,017-ACH,5
1450,017-ACJ,5
1451,017-ACK,5
1452,017-ACL,5
1453,017-ACM,5
1454,017-ACN,5
1455,017-ACO,5
1456,017-ACR,5
1457,017-ACS,5
1458,018-AAA,10
1459,018-AAB,10
1460,018-AAC,10
1461,018-AAD,10
1462,018-AAE,10
1463,018-AAH,10
1464,018-AAI,10
1465,018-AAJ,10
1466,018-AAK,10
1467,018-AAL,10
1468,018-AAO,10
1469,018-AAP,10
1470,018-AAQ,10
1471,018-AAR,10
1472,018-AAS,10
1473,018-AAV,10
1474,018-AAW,10
1475,018-AAX,10
1476,018-AAY,10
1477,018-AAZ,10
1478,018-ABA,10
1479,018-ABD,11
1480,018-ABE,11
1481,018-ABF,11
1482,018-ABG,11
1483,018-ABH,11
1484,018-ABI,11
1485,018-ABJ,11
1486,018-ABK,11
1487,018-ABL,11
1488,018-ABM,11
1489,018-ABN,11
1490,018-ABO,11
1491,018-ABP,11
1492,018-ABQ,11
1493,018-ABR,11
1494,018-ABU,11
1495,018-ABV,11
1496,018-ABX,11
1497,018-ABY,11
1498,018-ACA,11
1499,018-ACB,11
1500,018-ACC,11
1501,018-ACE,11
1502,018-ACF,11
1503,018-ACG,11
1504,018-ACI,11
1505,018-ACJ,11
1506,018-ACK,11
1507,018-ACM,11
1508,018-ACN,11
1509,018-ACP,11
1510,018-ACQ,11
1511,018-ACR,11
1512,018-ACS,11
1513,018-ACU,11
1514,018-ACV,11
1515,018-ACW,11
1516,018-ACY,11
1517,018-ACZ,11
1518,018-ADA,11
1519,018-ADE,11
1520,018-ADF,11
1521,018-ADI,10
1522,018-ADJ,10
1523,018-ADK,10
1524,018-ADL,10
1525,018-ADN,10
1526,018-ADO,10
1527,018-ADP,10
1528,018-ADQ,10
1529,018-ADR,10
1530,018-ADU,10
1531,018-ADV,10
1532,018-ADW,10
1533,018-ADX,10
1534,018-AEB,10
1535,018-AEC,10
1536,018-AED,10
1537,018-AEE,10
1538,018-AEH,10
1539,018-AEI,10
1540,018-AEJ,10
1541,018-AEK,10
1542,018-AEN,13
1543,018-AEO,13
1544,018-AEP,13
1545,018-AEQ,13
1546,018-AER,13
1547,018-AES,13
1548,018-AET,13
1549,018-AEU,13
1550,018-AEV,13
1551,018-AEW,13
1552,018-AEX,13
1553,018-AEY,13
1554,018-AEZ,13
1555,018-AFA,13
1556,018-AFB,13
1557,018-AFC,13
1558,018-AFF,13
1559,018-AFG,13
1560,018-AFH,13
1561,018-AFI,13
1562,018-AFK,13
1563,018-AFL,13
1564,018-AFM,13
1565,018-AFP,13
1566,018-AFQ,13
1567,018-AFR,13
1568,018-AFU,13
1569,018-AFV,13
1570,018-AFW,13
1571,018-AFZ,10
1572,018-AGA,10
1573,018-AGB,10
1574,018-AGC,10
1575,018-AGD,10
1576,018-AGE,10
1577,018-AGF,10
1578,018-AGG,10
1579,018-AGH,10
1580,018-AGI,10
1581,018-AGJ,10
1582,018-AGK,10
1583,018-AGO,10
1584,018-AGP,10
1585,018-AGQ,10
1586,018-AGR,10
1587,018-AGS,10
1588,018-AGW,10
1589,018-AGX,10
1590,018-AGY,10
1591,018-AGZ,10
1592,018-AHA,10
1593,018-AHD,10
1594,018-AHE,10
1595,018-AHF,10
1596,018-AHG,10
1597,018-AHH,10
1598,018-AHI,10
1599,018-AHK,10
1600,018-AHL,10
1601,018-AHM,10
1602,018-AHN,10
1603,018-AHO,10
1604,018-AHP,10
1605,018-AHS,11
1606,018-AHU,11
1607,018-AHW,11
1608,018-AHY,11
1609,018-AIA,11
1610,018-AIC,11
1611,018-AIE,11
1612,018-AIG,11
1613,018-AII,11
1614,018-AIK,11
1615,018-AIM,11
1616,018-AIO,11
1617,018-AIQ,11
1618,018-AIS,11
1619,018-AIU,11
1620,018-AIW,11
1621,018-AIX,11
1622,018-AIY,11
1623,018-AIZ,11
1624,018-AJA,11
1625,018-AJB,11
1626,018-AJC,11
1627,018-AJG,11
1628,018-AJH,11
1629,018-AJJ,11
1630,018-AJL,11
1631,018-AJN,11
1632,018-AJP,11
1633,018-AJR,11
1634,018-AJT,11
1635,018-AJV,11
1636,018-AJX,11
1637,018-AJY,11
1638,018-AJZ,11
1639,018-AKA,11
1640,018-AKB,11
1641,018-AKC,10
1642,018-AKD,11
1643,018-AKE,11
1644,018-AKF,11
1645,018-AKG,11
1646,018-AKH,11
1647,018-AKI,11
1648,018-AKP,11
1649,018-AKR,11
1650,018-AKT,11
1651,018-AKV,11
1652,018-AKX,11
1653,018-AKZ,11
1654,018-ALB,11
1655,018-ALD,11
1656,018-ALF,11
1657,018-ALH,11
1658,018-ALJ,11
1659,018-ALL,11
1660,018-ALN,11
1661,018-ALP,11
1662,018-ALQ,11
1663,018-ALR,11
1664,018-ALS,11
1665,018-ALT,11
1666,018-ALU,11
1667,018-ALV,11
1668,018-ALW,11
1669,018-AMC,11
1670,018-AME,11
1671,018-AMG,11
1672,018-AMH,11
1673,018-AMI,11
1674,018-AMK,11
1675,018-AMM,11
1676,018-AMO,11
1677,018-AMQ,11
1678,018-AMU,11
1679,018-AMV,11
1680,018-AMX,11
1681,018-AMZ,11
1682,018-ANA,11
1683,018-ANB,11
1684,018-ANC,11
1685,018-AND,11
1686,018-ANE,11
1687,018-ANF,11
1688,018-ANN,11
1689,018-ANP,10
1690,018-ANR,11
1691,018-ANT,11
1692,018-ANV,11
1693,018-ANX,11
1694,018-ANZ,11
1695,018-AOB,11
1696,018-AOD,11
1697,018-AOF,11
1698,018-AOH,11
1699,018-AOJ,11
1700,018-AOL,11
1701,018-AON,11
1702,018-AOP,11
1703,018-AOQ,11
1704,018-AOR,11
1705,018-AOS,11
1706,018-AOT,11
1707,018-AOU,11
1708,018-APB,11
1709,018-APD,11
1710,018-APF,11
1711,018-APH,11
1712,018-APJ,11
1713,018-APL,11
1714,018-APN,11
1715,018-APP,11
1716,018-APR,11
1717,018-APT,11
1718,018-APV,11
1719,018-APX,11
1720,018-APY,11
1721,018-APZ,11
1722,018-AQA,11
1723,018-AQB,11
1724,018-AQC,11
1725,018-AQD,11
1726,018-AQE,11
1727,018-AQF,11
1728,018-AQG,11
1729,018-AQH,11
1730,018-AQM,11
1731,018-AQO,11
1732,018-AQQ,11
1733,018-AQS,11
1734,018-AQU,11
1735,018-AQW,11
1736,018-AQY,11
1737,018-ARA,11
1738,018-ARC,11
1739,018-ARE,11
1740,018-ARF,11
1741,018-ARG,11
1742,018-ARH,11
1743,018-ARI,11
1744,018-ARJ,11
1745,018-ARK,11
1746,018-ARL,11
1747,018-ARM,11
1748,018-ARN,11
1749,018-ARO,11
1750,018-ARP,11
1751,018-ARV,11
1752,018-ARX,11
1753,018-ARZ,11
1754,018-ASB,11
1755,018-ASD,11
1756,018-ASF,11
1757,018-ASH,11
1758,018-ASJ,11
1759,018-ASL,11
1760,018-ASN,11
1761,018-ASP,11
1762,018-ASQ,11
1763,018-ASR,11
1764,018-ASS,11
1765,018-AST,11
1766,018-ASU,11
1767,018-ASV,11
1768,018-ASW,11
1769,018-ASX,11
1770,018-ATF,11
1771,018-ATH,11
1772,018-ATJ,11
1773,018-ATL,11
1774,018-ATN,11
1775,018-ATP,11
1776,018-ATR,11
1777,018-ATT,11
1778,018-ATV,11
1779,018-ATX,11
1780,018-ATZ,11
1781,018-AUB,11
1782,018-AUD,11
1783,018-AUE,11
1784,018-AUF,11
1785,018-AUG,11
1786,018-AUH,11
1787,018-AUI,11
1788,018-AUJ,11
1789,018-AUR,11
1790,018-AUT,11
1791,018-AUV,11
1792,018-AUX,11
1793,018-AUZ,11
1794,018-AVB,11
1795,018-AVD,11
1796,018-AVF,11
1797,018-AVG,11
1798,018-AVH,11
1799,018-AVI,11
1800,018-AVJ,11
1801,018-AVK,11
1802,018-AVL,11
1803,018-AVM,11
1804,018-AVN,11
1805,018-AVO,11
1806,018-AVP,11
1807,018-AVQ,11
1808,018-AVY,11
1809,018-AWA,11
1810,018-AWC,11
1811,018-AWE,11
1812,018-AWG,11
1813,018-AWI,11
1814,018-AWK,11
1815,018-AWM,11
1816,018-AWN,11
1817,018-AWO,11
1818,018-AWP,11
1819,018-AWQ,11
1820,018-AWR,11
1821,018-AWS,11
1822,018-AWT,11
1823,018-AWU,11
1824,018-AWV,11
1825,018-AWW,11
1826,018-AWX,11
1827,018-AWY,11
1828,018-AWZ,11
1829,018-AXF,10
1830,018-AXH,11
1831,018-AXJ,10
1832,018-AXL,10
1833,018-AXN,10
1834,018-AXO,10
1835,018-AXP,10
1836,018-AXQ,10
1837,018-AXR,11
1838,018-AXS,10
1839,018-AXT,11
1840,018-AXU,11
1841,018-AXV,10
1842,018-AXW,11
1843,018-AXX,11
1844,018-AXY,10
1845,018-AYJ,11
1846,018-AYL,11
1847,018-AYN,11
1848,018-AYP,11
1849,018-AYR,11
1850,018-AYT,11
1851,018-AYV,11
1852,018-AYX,11
1853,018-AYZ,11
1854,018-AZB,11
1855,018-AZC,11
1856,018-AZD,11
1857,018-AZE,11
1858,018-AZF,11
1859,018-AZG,11
1860,018-AZH,10
1861,018-AZI,11
1862,018-AZJ,10
1863,018-AZK,11
1864,018-AZL,11
1865,018-AZM,11
1866,018-AZN,11
1867,018-AZO,11
1868,018-AZS,10
1869,018-AZU,10
1870,018-AZW,11
1871,018-AZY,11
1872,018-BAA,11
1873,018-BAC,11
1874,018-BAE,11
1875,018-BAG,11
1876,018-BAI,10
1877,018-BAJ,10
1878,018-BAL,10
1879,018-BAM,10
1880,018-BAN,10
1881,018-BAO,10
1882,018-BAP,11
1883,018-BAQ,11
1884,018-BAR,11
1885,018-BAS,10
1886,018-BAT,11
1887,018-BAU,11
1888,018-BBB,10
1889,018-BBD,11
1890,018-BBF,10
1891,018-BBH,10
1892,018-BBJ,10
1893,018-BBL,10
1894,018-BBN,10
1895,018-BBP,10
1896,018-BBQ,10
1897,018-BBR,10
1898,018-BBS,10
1899,018-BBT,10
1900,018-BBU,10
1901,018-BBV,10
1902,018-BBW,10
1903,018-BBX,10
1904,018-BBY,10
1905,018-BBZ,10
1906,018-BCI,10
1907,018-BCK,10
1908,018-BCM,10
1909,018-BCO,10
1910,018-BCQ,10
1911,018-BCS,10
1912,018-BCU,10
1913,018-BCW,10
1914,018-BCY,10
1915,018-BCZ,10
1916,018-BDA,10
1917,018-BDB,10
1918,018-BDC,10
1919,018-BDD,10
1920,018-BDE,10
1921,018-BDF,10
1922,018-BDG,10
1923,018-BDH,10
1924,018-BDI,10
1925,018-BDQ,10
1926,018-BDS,10
1927,018-BDU,10
1928,018-BDV,10
1929,018-BDW,10
1930,018-BDX,10
1931,018-BDY,11
1932,018-BDZ,10
1933,018-BEA,10
1934,018-BEB,10
1935,018-BEC,10
1936,018-BED,10
1937,018-BEE,10
1938,018-BEF,10
1939,018-BEG,10
1940,018-BEH,10
1941,018-BES,10
1942,018-BEU,10
1943,018-BEV,10
1944,018-BEW,10
1945,018-BEX,10
1946,018-BEY,10
1947,018-BEZ,10
1948,018-BFA,10
1949,018-BFB,10
1950,018-BFC,10
1951,018-BFD,10
1952,018-BFE,10
1953,018-BFF,10
1954,018-BFG,10
1955,018-BFH,10
1956,018-BFI,10
1957,018-BFJ,10
1958,018-BFK,10
1959,018-BFL,10
1960,018-BFT,10
1961,018-BFV,10
1962,018-BFX,10
1963,018-BFZ,10
1964,018-BGB,10
1965,018-BGD,10
1966,018-BGE,10
1967,018-BGF,10
1968,018-BGG,10
1969,018-BGH,10
1970,018-BGI,10
1971,018-BGJ,10
1972,018-BGK,10
1973,018-BGL,10
1974,018-BGM,10
1975,018-BGN,10
1976,018-BGO,10
1977,018-BGP,10
1978,018-BGQ,10
1979,018-BGY,10
1980,018-BHA,10
1981,018-BHC,10
1982,018-BHE,10
1983,018-BHG,10
1984,018-BHI,10
1985,018-BHK,10
1986,018-BHM,10
1987,018-BHO,10
1988,018-BHP,10
1989,018-BHQ,10
1990,018-BHR,10
1991,018-BHS,10
1992,018-BHT,10
1993,018-BHU,10
1994,018-BHV,10
1995,018-BHW,10
1996,018-BHX,10
1997,018-BHY,10
1998,018-BHZ,10
1999,018-BIG,10
2000,018-BII,10
2001,018-BIK,10
2002,018-BIM,10
2003,018-BIO,10
2004,018-BIQ,10
2005,018-BIS,10
2006,018-BIU,10
2007,018-BIW,10
2008,018-BIY,10
2009,018-BJA,10
2010,018-BJC,10
2011,018-BJE,10
2012,018-BJF,10
2013,018-BJG,10
2014,018-BJH,10
2015,018-BJI,10
2016,018-BJJ,10
2017,018-BJK,10
2018,018-BJL,10
2019,018-BJM,10
2020,018-BJN,10
2021,018-BJO,10
2022,018-BJS,11
2023,018-BJT,11
2024,018-BJU,11
2025,018-BJV,11
2026,018-BJW,11
2027,018-BJX,11
2028,018-BJY,11
2029,018-BJZ,11
2030,018-BKA,11
2031,018-BKB,11
2032,018-BKG,11
2033,018-BKH,11
2034,018-BKI,11
2035,018-BKJ,11
2036,018-BKK,11
2037,018-BKL,11
2038,018-BKM,11
2039,018-BKN,11
2040,018-BKO,11
2041,018-BKP,11
2042,018-BKQ,11
2043,018-BKV,11
2044,018-BKW,11
2045,018-BKX,11
2046,018-BKY,11
2047,018-BKZ,11
2048,018-BLA,11
2049,018-BLB,11
2050,018-BLC,11
2051,018-BLG,11
2052,018-BLH,11
2053,018-BLI,11
2054,018-BLJ,11
2055,018-BLK,11
2056,018-BLL,11
2057,018-BLM,11
2058,018-BLN,11
2059,018-BLO,11
2060,018-BLP,11
2061,018-BLQ,11
2062,018-BLR,11
2063,018-BLS,11
2064,018-BLT,11
2065,018-BLZ,11
2066,018-BMA,11
2067,018-BMB,11
2068,018-BMC,11
2069,018-BMD,11
2070,018-BME,11
2071,018-BMF,11
2072,018-BMG,11
2073,018-BMH,11
2074,018-BMI,11
2075,018-BMJ,11
2076,018-BMK,11
2077,018-BMQ,11
2078,018-BMR,11
2079,018-BMS,11
2080,018-BMT,11
2081,018-BMU,11
2082,018-BMV,11
2083,018-BMW,11
2084,018-BMX,11
2085,018-BNF,11
2086,018-BNG,11
2087,018-BNH,11
2088,018-BNI,11
2089,018-BNJ,11
2090,018-BNK,11
2091,018-BNL,11
2092,018-BNM,11
2093,018-BNN,11
2094,018-BNV,11
2095,018-BNW,11
2096,018-BNX,11
2097,018-BNY,11
2098,018-BNZ,11
2099,018-BOA,11
2100,018-BOB,11
2101,018-BOC,11
2102,018-BOK,11
2103,018-BOL,11
2104,018-BOM,11
2105,018-BON,11
2106,018-BOO,11
2107,018-BOP,11
2108,018-BOQ,11
2109,018-BOR,11
2110,018-BOS,11
2111,018-BOT,11
2112,018-BOU,11
2113,018-BOV,11
2114,018-BOW,11
2115,018-BPD,11
2116,018-BPE,11
2117,018-BPF,11
2118,018-BPG,11
2119,018-BPH,11
2120,018-BPI,11
2121,018-BPJ,11
2122,018-BPK,11
2123,018-BPL,11
2124,018-BPM,11
2125,018-BPN,11
2126,018-BPZ,11
2127,018-BQA,11
2128,018-BQB,11
2129,018-BQC,11
2130,018-BQD,11
2131,018-BQE,11
2132,018-BQF,11
2133,018-BQG,11
2134,018-BQH,11
2135,018-BQI,11
2136,018-BQJ,11
2137,018-BQK,11
2138,018-BQT,11
2139,018-BQU,11
2140,018-BQV,11
2141,018-BQW,11
2142,018-BQX,11
2143,018-BQY,11
2144,018-BQZ,11
2145,018-BRA,11
2146,018-BRB,11
2147,018-BRC,11
2148,018-BRD,11
2149,018-BRE,11
2150,018-BRM,10
2151,018-BRN,10
2152,018-BRO,10
2153,018-BRP,10
2154,018-BRS,10
2155,018-BRT,10
2156,018-BRU,10
2157,018-BRV,10
2158,018-BRX,10
2159,018-BRY,10
2160,018-BRZ,10
2161,018-BSA,10
2162,018-BSE,10
2163,018-BSF,10
2164,018-BSG,10
2165,018-BSH,10
2166,018-BSJ,10
2167,018-BSK,10
2168,018-BSL,10
2169,018-BSM,10
2170,018-BSP,11
2171,018-BSQ,10
2172,018-BSR,11
2173,018-BSS,11
2174,018-BST,11
2175,018-BSX,10
2176,018-BSY,10
2177,018-BSZ,10
2178,018-BTA,10
2179,018-BTF,10
2180,018-BTG,10
2181,018-BTH,10
2182,018-BTI,10
2183,018-BTM,10
2184,018-BTN,10
2185,018-BTO,10
2186,018-BTT,10
2187,018-BTU,10
2188,018-BTV,10
2189,018-BTW,10
2190,018-BUA,10
2191,018-BUB,10
2192,018-BUC,10
2193,018-BUD,10
2194,018-BUI,10
2195,018-BUJ,10
2196,018-BUK,10
2197,018-BUL,10
2198,018-BUP,14
2199,018-BUQ,14
2200,018-BUS,14
2201,018-BUT,14
2202,018-BUW,14
2203,018-BUX,14
2204,018-BUZ,14
2205,018-BVA,14
2206,018-BVC,10
2207,018-BVD,10
2208,018-BVE,10
2209,018-BVF,10
2210,018-BVG,10
2211,018-BVH,10
2212,018-BVI,10
2213,018-BVJ,10
2214,018-BVM,10
2215,018-BVN,10
2216,018-BVO,10
2217,018-BVP,10
2218,018-BVQ,10
2219,018-BVR,10
2220,018-BVS,10
2221,018-BVT,10
2222,018-BVU,10
2223,018-BVV,10
2224,018-BVW,10
2225,018-BVX,10
2226,018-BVY,10
2227,018-BVZ,10
2228,018-BWA,10
2229,018-BWF,10
2230,018-BWG,10
2231,018-BWH,10
2232,018-BWI,10
2233,018-BWJ,10
2234,018-BWK,10
2235,018-BWL,10
2236,018-BWM,10
2237,018-BWN,10
2238,018-BWO,10
2239,018-BWP,10
2240,018-BWQ,10
2241,018-BWR,10
2242,018-BWS,10
2243,018-BWT,10
2244,018-BWU,10
2245,018-BWV,10
2246,018-BXA,10
2247,018-BXB,10
2248,018-BXC,10
2249,018-BXD,10
2250,018-BXE,10
2251,018-BXF,10
2252,018-BXG,10
2253,018-BXH,10
2254,018-BXI,10
2255,018-BXJ,10
2256,018-BXK,10
2257,018-BXL,10
2258,018-BXM,10
2259,018-BXN,10
2260,018-BXO,10
2261,018-BXP,10
2262,018-BXQ,10
2263,018-BXV,10
2264,018-BXW,10
2265,018-BXX,10
2266,018-BXY,10
2267,018-BXZ,10
2268,018-BYA,10
2269,018-BYB,10
2270,018-BYC,10
2271,018-BYD,10
2272,018-BYE,10
2273,018-BYF,10
2274,018-BYG,10
2275,018-BYH,10
2276,018-BYI,10
2277,018-BYJ,10
2278,018-BYK,10
2279,018-BYP,11
2280,018-BYQ,11
2281,018-BYR,11
2282,018-BYS,11
2283,018-BYT,11
2284,018-BYV,11
2285,018-BYW,11
2286,018-BYX,11
2287,018-BYY,11
2288,018-BZB,11
2289,018-BZC,11
2290,018-BZD,11
2291,018-BZE,11
2292,018-BZF,11
2293,018-BZJ,11
2294,018-BZK,11
2295,018-BZL,11
2296,018-BZM,11
2297,018-BZN,11
2298,018-BZQ,11
2299,018-BZR,11
2300,018-BZS,11
2301,018-BZT,11
2302,018-BZV,11
2303,018-BZW,11
2304,018-BZX,11
2305,018-BZY,11
2306,018-CAB,11
2307,018-CAC,11
2308,018-CAD,11
2309,018-CAE,11
2310,018-CAG,11
2311,018-CAH,11
2312,018-CAI,11
2313,018-CAJ,11
2314,018-CAL,11
2315,018-CAM,11
2316,018-CAN,11
2317,018-CAO,11
2318,018-CAQ,11
2319,018-CAR,11
2320,018-CAS,11
2321,018-CAT,11
2322,018-CAV,11
2323,018-CAW,11
2324,018-CAX,11
2325,018-CAY,11
2326,018-CBA,11
2327,018-CBC,11
2328,018-CBE,11
2329,018-CBG,11
2330,018-CBI,11
2331,018-CBK,11
2332,018-CBM,11
2333,018-CBO,11
2334,018-CBP,11
2335,018-CBQ,11
2336,018-CBR,11
2337,018-CBS,11
2338,018-CBT,11
2339,018-CBU,11
2340,018-CBV,11
2341,018-CBW,11
2342,018-CBX,11
2343,018-CBY,11
2344,018-CBZ,11
2345,018-CCA,11
2346,018-CCB,11
2347,018-CCH,10
2348,018-CCI,10
2349,018-CCJ,10
2350,018-CCK,10
2351,018-CCN,10
2352,018-CCO,10
2353,018-CCP,10
2354,018-CCQ,10
2355,018-CCR,10
2356,018-CCT,10
2357,018-CCU,10
2358,018-CCV,10
2359,018-CCW,10
2360,018-CCX,10
2361,018-CDA,10
2362,018-CDB,10
2363,018-CDC,10
2364,018-CDD,10
2365,018-CDH,10
2366,018-CDI,10
2367,018-CDJ,10
2368,018-CDK,10
2369,018-CDL,10
2370,018-CDM,10
2371,018-CDN,10
2372,018-CDO,10
2373,018-CDP,10
2374,018-CDT,10
2375,018-CDU,10
2376,018-CDV,10
2377,018-CDW,10
2378,018-CDX,10
2379,018-CDY,10
2380,018-CDZ,10
2381,018-CEA,10
2382,018-CEB,10
2383,018-CEE,10
2384,018-CEF,10
2386,018-CEG,10
2387,018-CEH,10
2388,018-CEI,10
2389,018-CEJ,10
2390,018-CEK,10
2391,018-CEL,10
2392,018-CES,10
2393,018-CET,10
2394,018-CEU,10
2395,018-CEV,10
2396,018-CEW,10
2397,018-CEX,10
2398,018-CEY,10
2399,018-CEZ,10
2400,018-CFA,10
2401,018-CFD,13
2402,018-CFE,13
2403,018-CFF,13
2404,018-CFG,13
2405,018-CFI,13
2406,018-CFJ,13
2407,018-CFK,13
2408,018-CFL,13
2409,018-CFQ,13
2410,018-CFR,13
2411,018-CFS,13
2412,018-CFT,13
2413,018-CFU,13
2414,018-CFW,13
2415,018-CFX,13
2416,018-CFY,13
2417,018-CFZ,13
2418,018-CGA,13
2419,018-CGB,13
2420,018-CGC,13
2421,018-CGD,13
2422,018-CGE,13
2423,018-CGF,13
2424,018-CGG,13
2425,018-CGH,13
2426,018-CGI,13
2427,018-CGJ,13
2428,018-CGK,13
2429,018-CGL,13
2430,018-CGN,10
2431,018-CGO,10
2432,018-CGP,10
2433,018-CGQ,10
2434,018-CGS,10
2435,018-CGT,10
2436,018-CGV,10
2437,018-CGW,10
2438,018-CGX,10
2439,018-CGY,10
2440,018-CGZ,10
2441,018-CHA,10
2442,018-CHB,10
2443,018-CHC,10
2444,018-CHD,10
2445,018-CHE,10
2446,018-CHF,10
2447,018-CHG,10
2448,018-CHL,10
2449,018-CHM,10
2450,018-CHN,10
2451,018-CHO,10
2452,018-CHP,10
2453,018-CHQ,10
2454,018-CHR,10
2455,018-CHS,10
2456,018-CHT,10
2457,018-CHU,10
2458,018-CHV,10
2459,018-CIA,10
2460,018-CIB,10
2461,018-CIC,10
2462,018-CID,10
2463,018-CIE,10
2464,018-CIF,10
2465,018-CIG,10
2466,018-CIH,10
2467,018-CII,10
2468,018-CIJ,10
2469,018-CIP,10
2470,018-CIQ,10
2471,018-CIR,10
2472,018-CIS,10
2473,018-CIT,10
2474,018-CIU,10
2475,018-CIV,10
2476,018-CIW,10
2477,018-CIX,10
2478,018-CJB,10
2479,018-CJC,10
2480,018-CJD,10
2481,018-CJE,10
2482,018-CJF,10
2483,018-CJG,10
2484,018-CJH,10
2485,018-CJI,10
2486,018-CJJ,10
2487,018-CJK,10
2488,018-CJP,10
2489,018-CJQ,10
2490,018-CJR,10
2491,018-CJS,10
2492,018-CJT,10
2493,018-CJU,10
2494,018-CJV,10
2495,018-CJW,10
2496,018-CJX,10
2497,018-CJY,10
2498,018-CKD,10
2499,018-CKE,10
2500,018-CKF,10
2501,018-CKG,10
2502,018-CKH,10
2503,018-CKI,10
2504,018-CKJ,10
2505,018-CKK,10
2506,018-CKL,10
2507,018-CKM,10
2508,018-CKS,10
2509,018-CKT,10
2510,018-CKU,10
2511,018-CKV,10
2512,018-CKW,10
2513,018-CKX,10
2514,018-CKY,10
2515,018-CKZ,10
2516,018-CLA,10
2517,018-CLB,10
2518,018-CLH,10
2519,018-CLI,10
2520,018-CLJ,10
2521,018-CLK,10
2522,018-CLL,10
2523,018-CLM,10
2524,018-CLN,10
2525,018-CLO,10
2526,018-CLP,10
2527,018-CLQ,10
2528,018-CLV,10
2529,018-CLX,10
2530,018-CLZ,10
2531,018-CMB,10
2532,018-CMC,10
2533,018-CMD,10
2534,018-CME,10
2535,018-CMF,10
2536,018-CMG,10
2537,018-CMH,10
2538,018-CMI,10
2539,018-CMJ,10
2540,018-CMK,10
2541,018-CML,10
2542,018-CMM,10
2543,018-CMN,10
2544,018-CMO,10
2545,018-CMP,10
2546,018-CMQ,10
2547,018-CMR,10
2548,018-CMS,10
2549,018-CMT,10
2550,018-CMU,10
2551,018-CMY,11
2552,018-CMZ,11
2553,018-CNA,11
2554,018-CNB,11
2555,018-CNC,11
2556,018-CND,11
2557,018-CNE,11
2558,018-CNF,11
2559,018-CNI,11
2560,018-CNJ,11
2561,018-CNK,11
2562,018-CNM,11
2563,018-CNN,11
2564,018-CNO,11
2565,018-CNQ,11
2566,018-CNR,11
2567,018-CNS,11
2568,018-CNV,11
2569,018-CNW,11
2570,018-CNX,11
2571,018-COA,10
2572,018-COB,10
2573,018-COC,10
2574,018-COD,10
2575,018-COE,10
2576,018-COF,10
2577,018-COG,10
2578,018-COK,10
2579,018-COL,10
2580,018-COM,10
2581,018-CON,10
2582,018-COO,10
2583,018-COP,10
2584,018-COQ,10
2585,018-COU,10
2586,018-COV,10
2587,018-COW,10
2588,018-COX,10
2589,018-COY,10
2590,018-COZ,10
2591,018-CPD,10
2592,018-CPE,10
2593,018-CPF,10
2594,018-CPG,10
2595,018-CPH,10
2596,018-CPI,10
2597,018-CPM,10
2598,018-CPN,10
2599,018-CPO,10
2600,018-CPR,10
2601,018-CPS,10
2602,018-CPT,10
2603,018-CPW,10
2604,018-CPX,10
2605,018-CPY,10
2606,018-CQB,10
2607,018-CQC,10
2608,018-CQD,10
2609,018-CQG,11
2610,018-CQH,11
2611,018-CQI,11
