,Name,cfscore,last_name,first_name,first_last_name
22026,"HACKETT, PAUL III",-1.16912559127,HACKETT,PAUL III,PAUL III HACKETT
23072,"VOINOVICH, GEORGE",0.751706966363,VOINOVICH,GEORGE,GEORGE VOINOVICH
23122,"BROWN, SHERROD",-1.07872193777,BROWN,SHERROD,SHERROD BROWN
