,congdist,geoid
5106,10.0,018-CIH
5107,10.0,018-CII
5108,10.0,018-CII
5109,10.0,018-CIJ
5110,10.0,018-CIJ
5111,10.0,018-CIP
5112,10.0,018-CIP
5113,10.0,018-CIQ
5114,10.0,018-CIQ
5115,10.0,018-CIR
5116,10.0,018-CIR
5117,10.0,018-CIS
5118,10.0,018-CIS
5119,10.0,018-CIT
5120,10.0,018-CIT
5121,10.0,018-CIU
5122,10.0,018-CIU
5123,10.0,018-CIV
5124,10.0,018-CIV
5125,10.0,018-CIW
5126,10.0,018-CIW
5127,10.0,018-CIX
5128,10.0,018-CIX
5129,10.0,018-CJB
5130,10.0,018-CJB
5131,10.0,018-CJC
5132,10.0,018-CJC
5133,10.0,018-CJD
5134,10.0,018-CJD
5135,10.0,018-CJE
5136,10.0,018-CJE
5137,10.0,018-CJF
5138,10.0,018-CJF
5139,10.0,018-CJG
5140,10.0,018-CJG
5141,10.0,018-CJH
5142,10.0,018-CJH
5143,10.0,018-CJI
5144,10.0,018-CJI
5145,10.0,018-CJJ
5146,10.0,018-CJJ
5147,10.0,018-CJK
5148,10.0,018-CJK
5149,10.0,018-CJP
5150,10.0,018-CJP
5151,10.0,018-CJQ
5152,10.0,018-CJQ
5153,10.0,018-CJR
5154,10.0,018-CJR
5155,10.0,018-CJS
5156,10.0,018-CJS
5157,10.0,018-CJT
5158,10.0,018-CJT
5159,10.0,018-CJU
5160,10.0,018-CJU
5161,10.0,018-CJV
5162,10.0,018-CJV
5163,10.0,018-CJW
5164,10.0,018-CJW
5165,10.0,018-CJX
5166,10.0,018-CJX
5167,10.0,018-CJY
5168,10.0,018-CJY
5169,10.0,018-CKD
5170,10.0,018-CKD
5171,10.0,018-CKE
5172,10.0,018-CKE
5173,10.0,018-CKF
5174,10.0,018-CKF
5175,10.0,018-CKG
5176,10.0,018-CKG
5177,10.0,018-CKH
5178,10.0,018-CKH
5179,10.0,018-CKI
5180,10.0,018-CKI
5181,10.0,018-CKJ
5182,10.0,018-CKJ
5183,10.0,018-CKK
5184,10.0,018-CKK
5185,10.0,018-CKL
5186,10.0,018-CKL
5187,10.0,018-CKM
5188,10.0,018-CKM
5189,10.0,018-CKS
5190,10.0,018-CKS
5191,10.0,018-CKT
5192,10.0,018-CKT
5193,10.0,018-CKU
5194,10.0,018-CKU
5195,10.0,018-CKV
5196,10.0,018-CKV
5197,10.0,018-CKW
5198,10.0,018-CKW
5199,10.0,018-CKX
5200,10.0,018-CKX
5201,10.0,018-CKY
5202,10.0,018-CKY
5203,10.0,018-CKZ
5204,10.0,018-CKZ
5205,10.0,018-CLA
5206,10.0,018-CLA
5207,10.0,018-CLB
5208,10.0,018-CLB
5209,10.0,018-CLH
5210,10.0,018-CLH
5211,10.0,018-CLI
5212,10.0,018-CLI
5213,10.0,018-CLJ
5214,10.0,018-CLJ
5215,10.0,018-CLK
5216,10.0,018-CLK
5217,10.0,018-CLL
5218,10.0,018-CLL
5219,10.0,018-CLM
5220,10.0,018-CLM
5221,10.0,018-CLN
5222,10.0,018-CLN
5223,10.0,018-CLO
5224,10.0,018-CLO
5225,10.0,018-CLP
5226,10.0,018-CLP
5227,10.0,018-CLQ
5228,10.0,018-CLQ
5229,11.0,018-CMY
5231,11.0,018-CMZ
5233,11.0,018-CNA
5235,11.0,018-CNB
5237,11.0,018-CNC
5239,11.0,018-CND
5241,11.0,018-CNE
5243,11.0,018-CNF
5245,11.0,018-CNI
5247,11.0,018-CNJ
5249,11.0,018-CNK
5251,11.0,018-CNM
5253,11.0,018-CNN
5255,11.0,018-CNO
5257,11.0,018-CNQ
5259,11.0,018-CNR
5261,11.0,018-CNS
5263,11.0,018-CNV
5265,11.0,018-CNW
5267,11.0,018-CNX
5269,10.0,018-COA
5270,10.0,018-COA
5271,10.0,018-COB
5272,10.0,018-COB
5273,10.0,018-COC
5274,10.0,018-COC
5275,10.0,018-COD
5276,10.0,018-COD
5277,10.0,018-COE
5278,10.0,018-COE
5279,10.0,018-COF
5280,10.0,018-COF
5281,10.0,018-COG
5282,10.0,018-COG
5283,10.0,018-COK
5284,10.0,018-COK
5285,10.0,018-COL
5286,10.0,018-COL
5287,10.0,018-COM
5288,10.0,018-COM
5289,10.0,018-CON
5290,10.0,018-CON
5291,10.0,018-COO
5292,10.0,018-COO
5293,10.0,018-COP
5294,10.0,018-COP
5295,10.0,018-COQ
5296,10.0,018-COQ
5297,10.0,018-COU
5298,10.0,018-COU
5299,10.0,018-COV
5300,10.0,018-COV
5301,10.0,018-COW
5302,10.0,018-COW
5303,10.0,018-COX
5304,10.0,018-COX
5305,10.0,018-COY
5306,10.0,018-COY
5307,10.0,018-COZ
5308,10.0,018-COZ
5309,10.0,018-CPD
5310,10.0,018-CPD
5311,10.0,018-CPE
5312,10.0,018-CPE
5313,10.0,018-CPF
5314,10.0,018-CPF
5315,10.0,018-CPG
5316,10.0,018-CPG
5317,10.0,018-CPH
5318,10.0,018-CPH
5319,10.0,018-CPI
5320,10.0,018-CPI
5321,10.0,018-CPM
5322,10.0,018-CPM
5323,10.0,018-CPN
5324,10.0,018-CPN
5325,10.0,018-CPO
5326,10.0,018-CPO
5327,10.0,018-CPR
5328,10.0,018-CPR
5329,10.0,018-CPS
5330,10.0,018-CPS
5331,10.0,018-CPT
5332,10.0,018-CPT
5333,10.0,018-CPW
5334,10.0,018-CPW
5335,10.0,018-CPX
5336,10.0,018-CPX
5337,10.0,018-CPY
5338,10.0,018-CPY
5339,10.0,018-CQB
5340,10.0,018-CQB
5341,10.0,018-CQC
5342,10.0,018-CQC
5343,10.0,018-CQD
5344,10.0,018-CQD
5345,11.0,018-CQG
5347,11.0,018-CQI
5349,11.0,018-CQK
5351,11.0,018-CQM
5353,11.0,018-CQO
5355,11.0,018-CQQ
5357,11.0,018-CQS
5359,11.0,018-CQU
5361,11.0,018-CQW
5363,11.0,018-CQY
5365,11.0,018-CRA
5367,11.0,018-CRC
5369,11.0,018-CRE
5371,11.0,018-CRG
5373,11.0,018-CRI
5375,11.0,018-CRK
5377,11.0,018-CRM
5379,11.0,018-CRO
5381,11.0,018-CRQ
5383,11.0,018-CRS
5385,11.0,018-CRU
5387,11.0,018-CRW
5389,11.0,018-CRY
5391,11.0,018-CRZ
5393,11.0,018-CSA
5395,11.0,018-CSB
5397,11.0,018-CQH
5399,11.0,018-CQJ
5401,11.0,018-CQL
5403,11.0,018-CQN
5405,11.0,018-CQP
5407,11.0,018-CQR
5409,11.0,018-CQT
5411,11.0,018-CQV
5413,11.0,018-CQX
5415,11.0,018-CQZ
5417,11.0,018-CRB
5419,14.0,018-CSC
5420,14.0,018-CSC
5421,14.0,018-CSD
5422,14.0,018-CSD
5423,14.0,018-CSE
5424,14.0,018-CSE
5425,14.0,018-CSF
5426,14.0,018-CSF
5427,14.0,018-CSG
5428,14.0,018-CSG
5429,14.0,018-CSH
5430,14.0,018-CSH
5431,14.0,018-CSI
5432,14.0,018-CSI
5433,14.0,018-CSJ
5434,14.0,018-CSJ
5435,14.0,018-CSK
5436,14.0,018-CSK
5437,14.0,018-CSL
5438,14.0,018-CSL
5439,14.0,018-CSM
5440,14.0,018-CSM
5441,14.0,018-CSN
5442,14.0,018-CSN
5443,14.0,018-CSO
5444,14.0,018-CSO
5445,14.0,018-CSQ
5446,14.0,018-CSQ
5447,14.0,018-CSR
5448,14.0,018-CSR
5449,14.0,018-CSS
5450,14.0,018-CSS
5451,14.0,018-CST
5452,14.0,018-CST
5453,14.0,018-CSV
5454,14.0,018-CSV
5455,14.0,018-CSW
5456,14.0,018-CSW
5457,14.0,018-CSX
5458,14.0,018-CSX
5459,14.0,018-CSZ
5460,14.0,018-CSZ
5461,14.0,018-CTA
5462,14.0,018-CTA
5463,14.0,018-CTB
5464,14.0,018-CTB
5465,11.0,018-CTD
5467,11.0,018-CTE
5469,11.0,018-CTF
5471,11.0,018-CTG
5473,11.0,018-CTH
5475,11.0,018-CTI
5477,11.0,018-CTM
5479,11.0,018-CTN
5481,11.0,018-CTO
5483,11.0,018-CTP
5485,11.0,018-CTQ
5487,11.0,018-CTR
5489,11.0,018-CTS
5491,11.0,018-CTW
5493,11.0,018-CTX
5495,11.0,018-CTY
5497,11.0,018-CTZ
5499,11.0,018-CUA
5501,11.0,018-CUB
5503,11.0,018-CUC
5505,11.0,018-CUF
5507,11.0,018-CUG
5509,11.0,018-CUH
5511,11.0,018-CUI
5513,11.0,018-CUJ
5515,11.0,018-CUK
5517,10.0,018-CUP
5518,10.0,018-CUP
5519,10.0,018-CUQ
5520,10.0,018-CUQ
5521,10.0,018-CUR
5522,10.0,018-CUR
5523,10.0,018-CUS
5524,10.0,018-CUS
5525,10.0,018-CUT
5526,10.0,018-CUT
5527,10.0,018-CUU
5528,10.0,018-CUU
5529,13.0,018-CUV
5530,13.0,018-CUV
5531,10.0,018-CUW
5532,10.0,018-CUW
5533,10.0,018-CUX
5534,10.0,018-CUX
5535,10.0,018-CUY
5536,10.0,018-CUY
5537,10.0,018-CUZ
5538,10.0,018-CUZ
5539,10.0,018-CVA
5540,10.0,018-CVA
5541,13.0,018-CVC
5542,13.0,018-CVC
5543,13.0,018-CVD
5544,13.0,018-CVD
5545,13.0,018-CVE
5546,13.0,018-CVE
5547,13.0,018-CVF
5548,13.0,018-CVF
5549,13.0,018-CVG
5550,13.0,018-CVG
5551,13.0,018-CVH
5552,13.0,018-CVH
5553,13.0,018-CVI
5554,13.0,018-CVI
5555,13.0,018-CVJ
5556,13.0,018-CVJ
5557,13.0,018-CVK
5558,13.0,018-CVK
5559,13.0,018-CVL
5560,13.0,018-CVL
5561,13.0,018-CVM
5562,13.0,018-CVM
5563,13.0,018-CVN
5564,13.0,018-CVN
5565,13.0,018-CVO
5566,13.0,018-CVO
5567,13.0,018-CVP
5568,13.0,018-CVP
5569,13.0,018-CVT
5570,13.0,018-CVT
5571,13.0,018-CVU
5572,13.0,018-CVU
5573,10.0,018-CVV
5574,10.0,018-CVV
5575,13.0,018-CVW
5576,13.0,018-CVW
5577,10.0,018-CVX
5578,10.0,018-CVX
5579,13.0,018-CVY
5580,13.0,018-CVY
5581,13.0,018-CVZ
5582,13.0,018-CVZ
5583,10.0,018-CWA
5584,10.0,018-CWA
5585,13.0,018-CWB
5586,13.0,018-CWB
5587,10.0,018-CWC
5588,10.0,018-CWC
5589,13.0,018-CVQ
5590,13.0,018-CVQ
5591,13.0,018-CVR
5592,13.0,018-CVR
5593,13.0,018-CWF
5594,13.0,018-CWF
5595,13.0,018-CWG
5596,13.0,018-CWG
5597,13.0,018-CWH
5598,13.0,018-CWH
5599,13.0,018-CWI
5600,13.0,018-CWI
5601,13.0,018-CWJ
5602,13.0,018-CWJ
5603,13.0,018-CWK
5604,13.0,018-CWK
5605,13.0,018-CWL
5606,13.0,018-CWL
5607,13.0,018-CWM
5608,13.0,018-CWM
5609,13.0,018-DEH
5610,13.0,018-DEH
5611,13.0,018-CVS
5612,13.0,018-CVS
5613,11.0,018-CWO
5615,11.0,018-CWP
5617,11.0,018-CWQ
5619,11.0,018-CWR
5621,11.0,018-CWS
5623,11.0,018-CWT
5625,11.0,018-CWU
5627,11.0,018-CWV
5629,11.0,018-CWW
5631,11.0,018-CWX
5633,11.0,018-CWY
5635,11.0,018-CWZ
5637,11.0,018-CXA
5639,11.0,018-CXB
5641,11.0,018-CXC
5643,11.0,018-CXD
5645,10.0,018-DCK
5646,10.0,018-DCK
5647,10.0,018-DCL
5648,10.0,018-DCL
5649,10.0,018-DCM
5650,10.0,018-DCM
5651,10.0,018-DCN
5652,10.0,018-DCN
5653,10.0,018-DCO
5654,10.0,018-DCO
5655,10.0,018-DCP
5656,10.0,018-DCP
5657,11.0,018-DEI
5659,11.0,018-DEJ
5661,11.0,018-DEK
5663,11.0,018-DEL
5665,11.0,018-DEM
5667,11.0,018-DEN
5669,11.0,018-DEW
5671,11.0,018-DEO
5673,11.0,018-DEP
5675,11.0,018-DEQ
5677,11.0,018-DER
5679,11.0,018-DEX
5681,11.0,018-DES
5683,11.0,018-DET
5685,11.0,018-DEU
5687,11.0,018-DEV
5689,10.0,018-CYE
5690,10.0,018-CYE
5691,10.0,018-CYF
5692,10.0,018-CYF
5693,10.0,018-CYG
5694,10.0,018-CYG
5695,10.0,018-CYH
5696,10.0,018-CYH
5697,10.0,018-CYI
5698,10.0,018-CYI
5699,10.0,018-CYJ
5700,10.0,018-CYJ
5701,10.0,018-CYL
5702,10.0,018-CYL
5703,10.0,018-CYM
5704,10.0,018-CYM
5705,10.0,018-CYN
5706,10.0,018-CYN
5707,10.0,018-CYO
5708,10.0,018-CYO
5709,10.0,018-CYP
5710,10.0,018-CYP
5711,10.0,018-CYQ
5712,10.0,018-CYQ
5713,10.0,018-CYR
5714,10.0,018-CYR
5715,10.0,018-CYS
5716,10.0,018-CYS
5717,10.0,018-CYT
5718,10.0,018-CYT
5719,10.0,018-CYU
5720,10.0,018-CYU
5721,10.0,018-CYV
5722,10.0,018-CYV
5723,10.0,018-CYW
5724,10.0,018-CYW
5725,10.0,018-CYX
5726,10.0,018-CYX
5727,10.0,018-CYY
5728,10.0,018-CYY
5729,10.0,018-CYZ
5730,10.0,018-CYZ
5731,10.0,018-CZA
5732,10.0,018-CZA
5733,10.0,018-CZB
5734,10.0,018-CZB
5735,10.0,018-CZC
5736,10.0,018-CZC
5737,10.0,018-CZE
5738,10.0,018-CZE
5739,10.0,018-CZF
5740,10.0,018-CZF
5741,10.0,018-CZG
5742,10.0,018-CZG
5743,10.0,018-CZH
5744,10.0,018-CZH
5745,10.0,018-CZI
5746,10.0,018-CZI
5747,10.0,018-CZJ
5748,10.0,018-CZJ
5749,10.0,018-CZM
5750,10.0,018-CZM
5751,10.0,018-CZN
5752,10.0,018-CZN
5753,10.0,018-CZO
5754,10.0,018-CZO
5755,10.0,018-CZP
5756,10.0,018-CZP
5757,10.0,018-CZQ
5758,10.0,018-CZQ
5759,11.0,018-DCW
5761,8.0,019-AAM
5762,,019-AAM
5763,8.0,019-AAN
5764,,019-AAN
5765,8.0,019-AAO
5766,,019-AAO
5767,8.0,019-ABQ
5768,,019-ABQ
5769,8.0,019-ABR
5770,,019-ABR
5771,8.0,019-AAR
5772,,019-AAR
5773,8.0,019-AAS
5774,,019-AAS
5775,8.0,019-AAT
5776,,019-AAT
5777,8.0,019-AAA
5778,,019-AAA
5779,8.0,019-AAB
5780,,019-AAB
5781,8.0,019-AAC
5782,,019-AAC
5783,8.0,019-AAD
5784,,019-AAD
5785,8.0,019-AAE
5786,,019-AAE
5787,8.0,019-AAF
5788,,019-AAF
5789,8.0,019-AAG
5790,,019-AAG
5791,8.0,019-AAH
5792,,019-AAH
5793,8.0,019-AAI
5794,,019-AAI
5795,8.0,019-AAJ
5796,,019-AAJ
5797,8.0,019-AAK
5798,,019-AAK
5799,8.0,019-AAL
5800,,019-AAL
5801,8.0,019-AAU
5802,,019-AAU
5803,8.0,019-AAV
5804,,019-AAV
5805,8.0,019-AAW
5806,,019-AAW
5807,8.0,019-AAX
5808,,019-AAX
5809,8.0,019-AAZ
5810,,019-AAZ
5811,8.0,019-ABA
5812,,019-ABA
5813,8.0,019-ABC
5814,,019-ABC
5815,8.0,019-ABF
5816,,019-ABF
5817,8.0,019-ABG
5818,,019-ABG
5819,8.0,019-ABH
5820,,019-ABH
5821,8.0,019-ABJ
5822,,019-ABJ
5823,8.0,019-ABL
5824,,019-ABL
5825,8.0,019-ABN
5826,,019-ABN
5827,8.0,019-ABP
5828,,019-ABP
5829,8.0,019-ABD
5830,,019-ABD
5831,8.0,019-ABS
5832,,019-ABS
5833,8.0,019-ABX
5834,,019-ABX
5835,8.0,019-ABY
5836,,019-ABY
5837,8.0,019-ABT
5838,,019-ABT
5839,8.0,019-ABU
5840,,019-ABU
5841,8.0,019-ABK
5842,,019-ABK
5843,8.0,019-ABV
5844,,019-ABV
5845,8.0,019-ACA
5846,,019-ACA
5847,5.0,020-AAT
5848,5.0,020-AAT
5849,5.0,020-AAA
5850,5.0,020-AAA
5851,5.0,020-AAB
5852,5.0,020-AAB
5853,5.0,020-AAD
5854,5.0,020-AAD
5855,5.0,020-AAE
5856,5.0,020-AAE
5857,5.0,020-AAF
5858,5.0,020-AAF
5859,5.0,020-AAH
5860,5.0,020-AAH
5861,5.0,020-AAI
5862,5.0,020-AAI
5863,5.0,020-AAJ
5864,5.0,020-AAJ
5865,5.0,020-AAK
5866,5.0,020-AAK
5867,5.0,020-AAL
5868,5.0,020-AAL
5869,5.0,020-AAM
5870,5.0,020-AAM
5871,5.0,020-AAN
5872,5.0,020-AAN
5873,5.0,020-AAP
5874,5.0,020-AAP
5875,5.0,020-AAQ
5876,5.0,020-AAQ
5877,5.0,020-AAR
5878,5.0,020-AAR
5879,5.0,020-AAS
5880,5.0,020-AAS
5881,5.0,020-AAU
5882,5.0,020-AAU
5883,5.0,020-AAV
5884,5.0,020-AAV
5885,5.0,020-AAW
5886,5.0,020-AAW
5887,5.0,020-AAX
5888,5.0,020-AAX
5889,5.0,020-AAZ
5890,5.0,020-AAZ
5891,5.0,020-ABA
5892,5.0,020-ABA
5893,5.0,020-ABB
5894,5.0,020-ABB
5895,5.0,020-ABC
5896,5.0,020-ABC
5897,5.0,020-ABD
5898,5.0,020-ABD
5899,5.0,020-ABE
5900,5.0,020-ABE
5901,5.0,020-ABG
5902,5.0,020-ABG
5903,5.0,020-ABH
5904,5.0,020-ABH
5905,5.0,020-ABI
5906,5.0,020-ABI
5907,5.0,020-ABJ
5908,5.0,020-ABJ
5909,5.0,020-ABK
5910,5.0,020-ABK
5911,5.0,020-ABS
5912,5.0,020-ABS
5913,5.0,020-ABL
5914,5.0,020-ABL
5915,5.0,020-ABM
5916,5.0,020-ABM
5917,5.0,020-ABN
5918,5.0,020-ABN
5919,5.0,020-ABO
5920,5.0,020-ABO
5921,5.0,020-ABP
5922,5.0,020-ABP
5923,5.0,020-AAY
5924,5.0,020-AAY
5925,5.0,020-ABQ
5926,5.0,020-ABQ
5927,5.0,020-ABR
5928,5.0,020-ABR
5929,5.0,020-ABT
5930,5.0,020-ABT
5931,12.0,021-ADK
5932,12.0,021-ADK
5933,12.0,021-ADL
5934,12.0,021-ADL
5935,12.0,021-ABI
5936,12.0,021-ABI
5937,12.0,021-ABJ
5938,12.0,021-ABJ
5939,12.0,021-AFC
5940,12.0,021-AFC
5941,12.0,021-ABN
5942,12.0,021-ABN
5943,12.0,021-ABO
5944,12.0,021-ABO
5945,12.0,021-ABP
5946,12.0,021-ABP
5947,12.0,021-AEN
5948,12.0,021-AEN
5949,12.0,021-ABQ
5950,12.0,021-ABQ
5951,12.0,021-ABR
5952,12.0,021-ABR
5953,12.0,021-AAA
5954,12.0,021-AAA
5955,12.0,021-AEC
5956,12.0,021-AEC
5957,12.0,021-AEH
5958,12.0,021-AEH
5959,12.0,021-AEV
5960,12.0,021-AEV
5961,12.0,021-ABS
5962,12.0,021-ABS
5963,12.0,021-ABT
5964,12.0,021-ABT
5965,12.0,021-ABU
5966,12.0,021-ABU
5967,12.0,021-ABV
5968,12.0,021-ABV
5969,12.0,021-AEO
5970,12.0,021-AEO
5971,12.0,021-AEW
5972,12.0,021-AEW
5973,12.0,021-AAB
5974,12.0,021-AAB
5975,12.0,021-AAC
5976,12.0,021-AAC
5977,12.0,021-AAD
5978,12.0,021-AAD
5979,12.0,021-AAE
5980,12.0,021-AAE
5981,12.0,021-AAF
5982,12.0,021-AAF
5983,12.0,021-AAG
5984,12.0,021-AAG
5985,12.0,021-AAH
5986,12.0,021-AAH
5987,12.0,021-AAI
5988,12.0,021-AAI
5989,12.0,021-AAJ
5990,12.0,021-AAJ
5991,12.0,021-AAK
5992,12.0,021-AAK
5993,12.0,021-AAL
5994,12.0,021-AAL
5995,12.0,021-AES
5996,12.0,021-AES
5997,12.0,021-AET
5998,12.0,021-AET
5999,12.0,021-AFB
6000,12.0,021-AFB
6001,12.0,021-AAM
6002,12.0,021-AAM
6003,12.0,021-AAN
6004,12.0,021-AAN
6005,12.0,021-AAO
6006,12.0,021-AAO
6007,12.0,021-AAP
6008,12.0,021-AAP
6009,12.0,021-AAQ
6010,12.0,021-AAQ
6011,12.0,021-AAR
6012,12.0,021-AAR
6013,12.0,021-AAS
6014,12.0,021-AAS
6015,12.0,021-AAT
6016,12.0,021-AAT
6017,12.0,021-AAU
6018,12.0,021-AAU
6019,12.0,021-AAV
6020,12.0,021-AAV
6021,12.0,021-AAW
6022,12.0,021-AAW
6023,12.0,021-ABX
6024,12.0,021-ABX
6025,12.0,021-ABY
6026,12.0,021-ABY
6027,12.0,021-AAY
6028,12.0,021-AAY
6029,12.0,021-AAZ
6030,12.0,021-AAZ
6031,12.0,021-ABA
6032,12.0,021-ABA
6033,12.0,021-ABB
6034,12.0,021-ABB
6035,12.0,021-ABH
6036,12.0,021-ABH
6037,12.0,021-ABZ
6038,12.0,021-ABZ
6039,12.0,021-ACA
6040,12.0,021-ACA
6041,12.0,021-ACB
6042,12.0,021-ACB
6043,12.0,021-ACC
6044,12.0,021-ACC
6045,12.0,021-ACD
6046,12.0,021-ACD
6047,12.0,021-ACE
6048,12.0,021-ACE
6049,12.0,021-ACF
6050,12.0,021-ACF
6051,12.0,021-ACG
6052,12.0,021-ACG
6053,12.0,021-AEA
6054,12.0,021-AEA
6055,12.0,021-AEE
6056,12.0,021-AEE
6057,12.0,021-AEF
6058,12.0,021-AEF
6059,12.0,021-AEI
6060,12.0,021-AEI
6061,12.0,021-AEJ
6062,12.0,021-AEJ
6063,12.0,021-AEU
6064,12.0,021-AEU
6065,12.0,021-AEX
6066,12.0,021-AEX
6067,12.0,021-ACH
6068,12.0,021-ACH
6069,12.0,021-ACI
6070,12.0,021-ACI
6071,12.0,021-ACJ
6072,12.0,021-ACJ
6073,12.0,021-ACK
6074,12.0,021-ACK
6075,12.0,021-ACL
6076,12.0,021-ACL
6077,12.0,021-ACM
6078,12.0,021-ACM
6079,12.0,021-ACN
6080,12.0,021-ACN
6081,12.0,021-ACO
6082,12.0,021-ACO
6083,12.0,021-ACP
6084,12.0,021-ACP
6085,12.0,021-ACQ
6086,12.0,021-ACQ
6087,12.0,021-ACR
6088,12.0,021-ACR
6089,12.0,021-ACS
6090,12.0,021-ACS
6091,12.0,021-ACT
6092,12.0,021-ACT
6093,12.0,021-ACU
6094,12.0,021-ACU
6095,12.0,021-AEG
6096,12.0,021-AEG
6097,12.0,021-AEP
6098,12.0,021-AEP
6099,12.0,021-AEQ
6100,12.0,021-AEQ
6101,12.0,021-ADA
6102,12.0,021-ADA
6103,12.0,021-ADB
6104,12.0,021-ADB
6105,12.0,021-ADC
6106,12.0,021-ADC
6107,12.0,021-ADD
6108,12.0,021-ADD
6109,12.0,021-ADE
6110,12.0,021-ADE
6111,12.0,021-ADF
6112,12.0,021-ADF
6113,12.0,021-ADG
6114,12.0,021-ADG
6115,12.0,021-ADH
6116,12.0,021-ADH
6117,12.0,021-ADI
6118,12.0,021-ADI
6119,12.0,021-ADZ
6120,12.0,021-ADZ
6121,12.0,021-AEB
6122,12.0,021-AEB
6123,12.0,021-AEM
6124,12.0,021-AEM
6125,12.0,021-AER
6126,12.0,021-AER
6127,12.0,021-AEZ
6128,12.0,021-AEZ
6129,12.0,021-AFA
6130,12.0,021-AFA
6131,12.0,021-ADQ
6132,12.0,021-ADQ
6133,12.0,021-ADJ
6134,12.0,021-ADJ
6135,12.0,021-ADM
6136,12.0,021-ADM
6137,12.0,021-ADN
6138,12.0,021-ADN
6139,12.0,021-ACV
6140,12.0,021-ACV
6141,12.0,021-ACW
6142,12.0,021-ACW
6143,12.0,021-ACX
6144,12.0,021-ACX
6145,12.0,021-ACY
6146,12.0,021-ACY
6147,12.0,021-ACZ
6148,12.0,021-ACZ
6149,12.0,021-AEY
6150,12.0,021-AEY
6151,12.0,021-AEK
6152,12.0,021-AEK
6153,12.0,021-AEL
6154,12.0,021-AEL
6155,12.0,021-ADO
6156,12.0,021-ADO
6157,12.0,021-ADP
6158,12.0,021-ADP
6159,12.0,021-ADR
6160,12.0,021-ADR
6161,12.0,021-ADS
6162,12.0,021-ADS
6163,12.0,021-ABW
6164,12.0,021-ABW
6165,12.0,021-ABK
6166,12.0,021-ABK
6167,12.0,021-ABL
6168,12.0,021-ABL
6169,12.0,021-ABM
6170,12.0,021-ABM
6171,12.0,021-ADT
6172,12.0,021-ADT
6173,12.0,021-ADU
6174,12.0,021-ADU
6175,12.0,021-ADV
6176,12.0,021-ADV
6177,12.0,021-ADW
6178,12.0,021-ADW
6179,12.0,021-ADX
6180,12.0,021-ADX
6181,12.0,021-ABC
6182,12.0,021-ABC
6183,12.0,021-ABD
6184,12.0,021-ABD
6185,12.0,021-ABE
6186,12.0,021-ABE
6187,12.0,021-ABF
6188,12.0,021-ABF
6189,12.0,021-ABG
6190,12.0,021-ABG
6191,12.0,021-AED
6192,12.0,021-AED
6193,9.0,022-ACF
6195,9.0,022-ACD
6197,9.0,022-ACC
6199,9.0,022-ACO
6201,9.0,022-ACP
6203,9.0,022-ACG
6205,9.0,022-ACH
6207,9.0,022-ACI
6209,9.0,022-AAA
6211,9.0,022-AAB
6213,9.0,022-AAC
6215,9.0,022-AAI
6217,9.0,022-AAJ
6219,9.0,022-AAE
6221,9.0,022-ACK
6223,9.0,022-ACL
6225,9.0,022-ACM
6227,9.0,022-ACN
6229,9.0,022-ACQ
6231,9.0,022-ACR
6233,9.0,022-ACS
6235,9.0,022-ACT
6237,9.0,022-ACW
6239,9.0,022-ACX
6241,9.0,022-AEN
6243,9.0,022-ADA
6245,9.0,022-ADF
6247,9.0,022-ADO
6249,9.0,022-ADB
6251,9.0,022-ADM
6253,9.0,022-ADE
6255,9.0,022-ADN
6257,9.0,022-ADC
6259,9.0,022-ADD
6261,9.0,022-ADH
6263,9.0,022-ADJ
6265,9.0,022-ADX
6267,9.0,022-ADY
6269,9.0,022-ADZ
6271,9.0,022-AEA
6273,9.0,022-AEB
6275,9.0,022-AEC
6277,9.0,022-AED
6279,9.0,022-AEE
6281,9.0,022-AEF
6283,9.0,022-AEG
6285,9.0,022-AEH
6287,9.0,022-AEI
6289,9.0,022-AEJ
6291,9.0,022-AEK
6293,9.0,022-AEL
6295,9.0,022-AEM
6297,9.0,022-ABV
6299,9.0,022-ABX
6301,9.0,022-ABY
6303,9.0,022-ACA
6305,9.0,022-ACB
6307,9.0,022-ADT
6309,9.0,022-ADU
6311,9.0,022-ADW
6313,9.0,022-ADV
6315,9.0,022-ADS
6317,7.0,023-ABL
6318,7.0,023-ABL
6319,7.0,023-ABM
6320,7.0,023-ABM
6321,7.0,023-ABN
6322,7.0,023-ABN
6323,7.0,023-ACR
6324,7.0,023-ACR
6325,7.0,023-ACS
6326,7.0,023-ACS
6327,7.0,023-ACT
6328,7.0,023-ACT
6329,7.0,023-ACU
6330,7.0,023-ACU
6331,7.0,023-ABO
6332,7.0,023-ABO
6333,7.0,023-ABP
6334,7.0,023-ABP
6335,7.0,023-ABQ
6336,7.0,023-ABQ
6337,7.0,023-ABR
6338,7.0,023-ABR
6339,7.0,023-ABT
6340,7.0,023-ABT
6341,7.0,023-ABU
6342,7.0,023-ABU
6343,7.0,023-ABV
6344,7.0,023-ABV
6345,7.0,023-ABW
6346,7.0,023-ABW
6347,7.0,023-ABX
6348,7.0,023-ABX
6349,7.0,023-ABY
6350,7.0,023-ABY
6351,7.0,023-ABZ
6352,7.0,023-ABZ
6353,7.0,023-ADI
6354,7.0,023-ADI
6355,7.0,023-ACE
6356,7.0,023-ACE
6357,7.0,023-ACB
6358,7.0,023-ACB
6359,7.0,023-ACC
6360,7.0,023-ACC
6361,7.0,023-AEJ
6362,7.0,023-AEJ
6363,7.0,023-AEK
6364,7.0,023-AEK
