candname,cf_score,district_num,geoid,num_votes,party
"MCCAUL, MICHAEL",1.078150772,10,2010603,1324.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010813,1505.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010813,1428.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010370,887.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010370,2668.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010173,508.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010173,1586.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010690,610.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010690,2369.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010452,,100
"MCCAUL, MICHAEL",1.078150772,10,2010452,1290.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010877,674.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010877,488.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,2010149,1862.0,100
"MCCAUL, MICHAEL",1.078150772,10,2010149,1464.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510412,52.0,100
"MCCAUL, MICHAEL",1.078150772,10,510412,17.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510202,88.0,100
"MCCAUL, MICHAEL",1.078150772,10,510202,36.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510410,304.0,100
"MCCAUL, MICHAEL",1.078150772,10,510410,451.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510301,266.0,100
"MCCAUL, MICHAEL",1.078150772,10,510301,588.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510113,136.0,100
"MCCAUL, MICHAEL",1.078150772,10,510113,316.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510204,49.0,100
"MCCAUL, MICHAEL",1.078150772,10,510204,194.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510308,112.0,100
"MCCAUL, MICHAEL",1.078150772,10,510308,149.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510114,298.0,100
"MCCAUL, MICHAEL",1.078150772,10,510114,576.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510203,108.0,100
"MCCAUL, MICHAEL",1.078150772,10,510203,131.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510406,335.0,100
"MCCAUL, MICHAEL",1.078150772,10,510406,309.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510305,114.0,100
"MCCAUL, MICHAEL",1.078150772,10,510305,193.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510309,162.0,100
"MCCAUL, MICHAEL",1.078150772,10,510309,285.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,510207,155.0,100
"MCCAUL, MICHAEL",1.078150772,10,510207,87.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,890304,50.0,100
"MCCAUL, MICHAEL",1.078150772,10,890304,131.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,890302,153.0,100
"MCCAUL, MICHAEL",1.078150772,10,890302,418.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,890303,73.0,100
"MCCAUL, MICHAEL",1.078150772,10,890303,183.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530136,2818.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530136,391.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530225,637.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530225,428.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530279,304.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530279,136.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530107,555.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530107,498.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530208,,100
"MCCAUL, MICHAEL",1.078150772,10,4530208,230.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530111,1079.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530111,528.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530200,2032.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530200,1311.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530243,821.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530243,424.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530259,1191.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530259,732.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530251,,100
"MCCAUL, MICHAEL",1.078150772,10,4530251,937.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530229,854.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530229,456.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530256,,100
"MCCAUL, MICHAEL",1.078150772,10,4530256,1307.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530345,1274.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530345,2471.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530137,264.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530137,176.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530226,709.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530226,836.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530231,1119.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530231,989.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530263,1257.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530263,653.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530213,672.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530213,405.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530206,1021.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530206,880.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530163,920.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530163,389.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530252,1210.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530252,559.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530108,904.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530108,253.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530317,,100
"MCCAUL, MICHAEL",1.078150772,10,4530317,1275.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530105,2204.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530105,838.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530248,1115.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530248,410.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530113,2076.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530113,972.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530240,,100
"MCCAUL, MICHAEL",1.078150772,10,4530240,349.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530101,1870.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530101,296.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530222,1059.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530222,595.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530207,1731.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530207,1204.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530253,1100.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530253,1158.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530220,733.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530220,645.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530109,995.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530109,523.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530314,,100
"MCCAUL, MICHAEL",1.078150772,10,4530314,2119.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530106,517.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530106,400.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530271,2.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530271,1.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530249,1275.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530249,866.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530338,,100
"MCCAUL, MICHAEL",1.078150772,10,4530338,1230.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530151,1588.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530151,177.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530241,944.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530241,263.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530327,,100
"MCCAUL, MICHAEL",1.078150772,10,4530327,1043.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530246,764.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530246,601.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530164,843.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530164,223.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530254,1380.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530254,1022.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530307,,100
"MCCAUL, MICHAEL",1.078150772,10,4530307,743.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530364,,100
"MCCAUL, MICHAEL",1.078150772,10,4530364,1479.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530267,,100
"MCCAUL, MICHAEL",1.078150772,10,4530267,406.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530205,948.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530205,333.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530140,789.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530140,220.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530153,1767.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530153,791.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530258,1063.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530258,638.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530247,823.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530247,548.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530110,933.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530110,597.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530122,1609.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530122,95.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530214,804.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530214,567.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530156,991.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530156,174.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530260,499.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530260,157.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530238,1378.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530238,754.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530141,991.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530141,219.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530227,937.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530227,575.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530273,1348.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530273,447.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530154,780.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530154,390.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530202,1048.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530202,958.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530268,494.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530268,221.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530215,742.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530215,436.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530223,943.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530223,779.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530239,1314.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530239,553.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530328,1849.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530328,1424.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530121,1491.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530121,71.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530236,1639.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530236,514.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530150,1275.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530150,287.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530203,222.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530203,201.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530330,1124.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530330,1530.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530219,1111.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530219,725.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530160,707.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530160,263.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530211,943.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530211,492.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530216,850.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530216,370.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530262,1380.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530262,1151.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530139,1004.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530139,293.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530224,1346.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530224,780.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530278,1271.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530278,711.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530237,,100
"MCCAUL, MICHAEL",1.078150772,10,4530237,1004.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530337,,100
"MCCAUL, MICHAEL",1.078150772,10,4530337,1436.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530242,2412.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530242,666.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530331,,100
"MCCAUL, MICHAEL",1.078150772,10,4530331,1167.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530235,1308.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530235,234.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530377,,100
"MCCAUL, MICHAEL",1.078150772,10,4530377,1534.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530161,1256.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530161,536.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530250,,100
"MCCAUL, MICHAEL",1.078150772,10,4530250,550.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530228,1285.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530228,965.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4530217,745.0,100
"MCCAUL, MICHAEL",1.078150772,10,4530217,380.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,1490010,160.0,100
"MCCAUL, MICHAEL",1.078150772,10,1490010,217.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,1490011,117.0,100
"MCCAUL, MICHAEL",1.078150772,10,1490011,158.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,1490005,75.0,100
"MCCAUL, MICHAEL",1.078150772,10,1490005,93.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,1490007,138.0,100
"MCCAUL, MICHAEL",1.078150772,10,1490007,245.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,1490008,96.0,100
"MCCAUL, MICHAEL",1.078150772,10,1490008,138.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910426,1091.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910426,1167.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910463,1306.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910463,1178.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910433,161.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910433,403.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910424,812.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910424,1969.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910162,882.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910162,782.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910275,376.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910275,298.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910413,122.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910413,294.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910434,213.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910434,590.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,4910138,605.0,100
"MCCAUL, MICHAEL",1.078150772,10,4910138,1257.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150312,46.0,100
"MCCAUL, MICHAEL",1.078150772,10,150312,310.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150205,265.0,100
"MCCAUL, MICHAEL",1.078150772,10,150205,716.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150101,342.0,100
"MCCAUL, MICHAEL",1.078150772,10,150101,1074.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150319,226.0,100
"MCCAUL, MICHAEL",1.078150772,10,150319,683.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150102,174.0,100
"MCCAUL, MICHAEL",1.078150772,10,150102,375.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150416,185.0,100
"MCCAUL, MICHAEL",1.078150772,10,150416,403.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150207,41.0,100
"MCCAUL, MICHAEL",1.078150772,10,150207,220.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150211,46.0,100
"MCCAUL, MICHAEL",1.078150772,10,150211,198.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150413,71.0,100
"MCCAUL, MICHAEL",1.078150772,10,150413,150.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150104,65.0,100
"MCCAUL, MICHAEL",1.078150772,10,150104,266.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150208,84.0,100
"MCCAUL, MICHAEL",1.078150772,10,150208,323.0,200
"DOHERTY, LARRY JOE",-0.697552976,10,150417,186.0,100
"MCCAUL, MICHAEL",1.078150772,10,150417,222.0,200
