cf_score_0,cf_score_1,geoid,num_votes_0,num_votes_1,tot_votes,midpoint
-0.8361187590000001,0.9994029390000001,10001,208,643,851,0.08164209
-0.8361187590000001,0.9994029390000001,10002,270,660,930,0.08164209
-0.8361187590000001,0.9994029390000001,10003,131,376,507,0.08164209
-0.8361187590000001,0.9994029390000001,10004,136,311,447,0.08164209
-0.8361187590000001,0.9994029390000001,10005,27,91,118,0.08164209
-0.8361187590000001,0.9994029390000001,10006,230,140,370,0.08164209
-0.8361187590000001,0.9994029390000001,10007,278,118,396,0.08164209
-0.8361187590000001,0.9994029390000001,10008,62,31,93,0.08164209
-0.8361187590000001,0.9994029390000001,10009,140,351,491,0.08164209
-0.8361187590000001,0.9994029390000001,10010,35,154,189,0.08164209
-0.8361187590000001,0.9994029390000001,10011,96,270,366,0.08164209
-0.8361187590000001,0.9994029390000001,10012,31,54,85,0.08164209
-0.8361187590000001,0.9994029390000001,10013,120,331,451,0.08164209
-0.8361187590000001,0.9994029390000001,10014,68,183,251,0.08164209
-0.8361187590000001,0.9994029390000001,10015,91,231,322,0.08164209
-0.8361187590000001,0.9994029390000001,10016,75,213,288,0.08164209
-0.8361187590000001,0.9994029390000001,10017,105,252,357,0.08164209
-0.8361187590000001,0.9994029390000001,10018,227,542,769,0.08164209
-0.8361187590000001,0.9994029390000001,10019,247,600,847,0.08164209
-0.8361187590000001,0.9994029390000001,10020,113,372,485,0.08164209
-0.8361187590000001,0.9994029390000001,10021,125,471,596,0.08164209
-0.8361187590000001,0.9994029390000001,10022,102,307,409,0.08164209
-0.8361187590000001,0.9994029390000001,10023,142,311,453,0.08164209
-0.8361187590000001,0.9994029390000001,10024,71,187,258,0.08164209
-0.8361187590000001,0.9994029390000001,1010101,58,99,157,0.08164209
-0.8361187590000001,0.9994029390000001,1010102,5,8,13,0.08164209
-0.8361187590000001,0.9994029390000001,1010201,64,116,180,0.08164209
-0.8361187590000001,0.9994029390000001,1010301,45,85,130,0.08164209
-0.8361187590000001,0.9994029390000001,1010401,46,92,138,0.08164209
-0.8361187590000001,0.9994029390000001,1030001A,2,5,7,0.08164209
-0.8361187590000001,0.9994029390000001,1030001B,55,267,322,0.08164209
-0.8361187590000001,0.9994029390000001,1030002,66,214,280,0.08164209
-0.8361187590000001,0.9994029390000001,1030003,72,109,181,0.08164209
-0.8361187590000001,0.9994029390000001,1030004,54,146,200,0.08164209
-0.8361187590000001,0.9994029390000001,1050001,109,167,276,0.08164209
-0.8361187590000001,0.9994029390000001,1050002,110,309,419,0.08164209
-0.8361187590000001,0.9994029390000001,1050003,82,413,495,0.08164209
-0.8361187590000001,0.9994029390000001,1050004,143,90,233,0.08164209
-0.8361187590000001,0.9994029390000001,1070011,91,153,244,0.08164209
-0.8361187590000001,0.9994029390000001,1070027,123,280,403,0.08164209
-0.8361187590000001,0.9994029390000001,1070039,112,160,272,0.08164209
-0.8361187590000001,0.9994029390000001,1070044,126,285,411,0.08164209
-0.8361187590000001,0.9994029390000001,1090001A,23,30,53,0.08164209
-0.8361187590000001,0.9994029390000001,1090002,75,82,157,0.08164209
-0.8361187590000001,0.9994029390000001,1090004,31,24,55,0.08164209
-0.8361187590000001,0.9994029390000001,10903-3,11,18,29,0.08164209
-0.8361187590000001,0.9994029390000001,10903-5,33,64,97,0.08164209
-0.8361187590000001,0.9994029390000001,110101,29,126,155,0.08164209
-0.8361187590000001,0.9994029390000001,110201,17,72,89,0.08164209
-0.8361187590000001,0.9994029390000001,110202,14,38,52,0.08164209
-0.8361187590000001,0.9994029390000001,110301,27,114,141,0.08164209
-0.8361187590000001,0.9994029390000001,110302,2,12,14,0.08164209
-0.8361187590000001,0.9994029390000001,110303,8,36,44,0.08164209
-0.8361187590000001,0.9994029390000001,110401,6,93,99,0.08164209
-0.8361187590000001,0.9994029390000001,110402,9,40,49,0.08164209
-0.8361187590000001,0.9994029390000001,110403,2,7,9,0.08164209
-0.8361187590000001,0.9994029390000001,110404,0,15,15,0.08164209
-0.8361187590000001,0.9994029390000001,1110001,16,149,165,0.08164209
-0.8361187590000001,0.9994029390000001,1110002,3,34,37,0.08164209
-0.8361187590000001,0.9994029390000001,1110003,0,9,9,0.08164209
-0.8361187590000001,0.9994029390000001,1110004,1,18,19,0.08164209
-0.8361187590000001,0.9994029390000001,1110005,3,14,17,0.08164209
-0.8361187590000001,0.9994029390000001,1110006,26,84,110,0.08164209
-0.8361187590000001,0.9994029390000001,1110007,32,86,118,0.08164209
-0.8361187590000001,0.9994029390000001,1110008,47,168,215,0.08164209
-0.8361187590000001,0.9994029390000001,1110009,35,105,140,0.08164209
-0.8361187590000001,0.9994029390000001,1131100,50,26,76,0.08164209
-0.8361187590000001,0.9994029390000001,1131101,49,49,98,0.08164209
-0.8361187590000001,0.9994029390000001,1131102,168,63,231,0.08164209
-0.8361187590000001,0.9994029390000001,1131103,73,50,123,0.08164209
-0.8361187590000001,0.9994029390000001,1131104,230,149,379,0.08164209
-0.8361187590000001,0.9994029390000001,1131105,312,349,661,0.08164209
-0.8361187590000001,0.9994029390000001,1131106,30,13,43,0.08164209
-0.8361187590000001,0.9994029390000001,1131107,289,260,549,0.08164209
-0.8361187590000001,0.9994029390000001,1131108,224,251,475,0.08164209
-0.8361187590000001,0.9994029390000001,1131109,212,421,633,0.08164209
-0.8361187590000001,0.9994029390000001,1131110,360,810,1170,0.08164209
-0.8361187590000001,0.9994029390000001,1131111,357,887,1244,0.08164209
-0.8361187590000001,0.9994029390000001,1131112,250,412,662,0.08164209
